Month,State,Coal_Quantity_MTon,Coal_Value_Lac,Petroleum_Quantity_MTon,Petroleum_Value_Lac,NaturalGas_Quantity_MTon,NaturalGas_Value_Lac
2022-02-28,Andhra Pradesh,4.74,1458.21,1.48,2158.67,4.64,3477.97
2022-02-28,Arunachal Pradesh,1.57,483.88,3.01,4379.24,8.87,6706.66
2022-02-28,Assam,1.48,455.32,8.21,11983.17,2.64,1993.35
2022-02-28,Bihar,4.18,1282.5,11.4,16655.65,6.47,4903.77
2022-02-28,Chhattisgarh,1.81,556.02,7.17,10464.72,12.58,9608.43
2022-02-28,Goa,0.84,257.31,9.95,14509.73,14.67,11170.51
2022-02-28,Gujarat,6.9,2119.88,3.28,4803.52,5.02,3807.53
2022-02-28,Haryana,6.59,2017.76,9.3,13668.15,2.25,1702.1
2022-02-28,Himachal Pradesh,2.87,882.67,9.54,14007.47,8.0,6050.08
2022-02-28,Jharkhand,6.87,2124.29,14.53,21330.06,12.79,9628.93
2022-02-28,Karnataka,0.43,133.16,3.54,5224.94,11.08,8357.75
2022-02-28,Kerala,0.41,127.59,11.36,16740.76,7.76,5824.32
2022-02-28,Madhya Pradesh,0.7,219.19,11.95,17669.66,12.41,9371.03
2022-02-28,Maharashtra,6.47,2035.32,13.93,20667.97,4.81,3658.52
2022-02-28,Manipur,4.65,1457.49,12.64,18807.43,10.42,7987.17
2022-02-28,Meghalaya,1.78,555.92,13.31,19875.0,3.21,2450.62
2022-02-28,Mizoram,2.03,632.23,5.53,8260.98,10.89,8363.71
2022-02-28,Nagaland,1.92,598.71,5.86,8789.79,1.37,1056.62
2022-02-28,Odisha,0.8,249.58,1.32,1987.45,8.74,6762.79
2022-02-28,Punjab,4.53,1413.79,11.89,17966.95,8.07,6206.34
2022-02-28,Rajasthan,1.71,536.64,3.02,4586.98,6.84,5296.24
2022-02-28,Sikkim,0.3,94.0,1.66,2527.87,13.83,10701.52
2022-02-28,Tamil Nadu,1.64,512.76,4.53,6892.08,6.08,4742.0
2022-02-28,Telangana,6.84,2143.47,9.67,14727.33,3.23,2533.12
2022-02-28,Tripura,0.61,191.21,14.76,22588.72,10.2,8044.9
2022-02-28,Uttar Pradesh,6.85,2153.14,14.65,22384.47,10.25,8127.18
2022-02-28,Uttarakhand,6.96,2198.13,12.15,18537.06,4.71,3725.46
2022-02-28,West Bengal,5.52,1737.43,3.16,4812.35,2.22,1769.39
2022-03-31,Andhra Pradesh,0.27,85.39,7.91,12102.86,1.78,1413.58
2022-03-31,Arunachal Pradesh,2.13,672.66,12.88,19800.01,3.08,2432.3
2022-03-31,Assam,6.07,1916.27,13.51,20723.86,4.94,3890.92
2022-03-31,Bihar,2.18,691.77,4.39,6738.89,1.92,1505.27
2022-03-31,Chhattisgarh,2.82,899.82,9.89,15162.77,13.46,10540.22
2022-03-31,Goa,4.89,1566.08,5.9,9044.84,10.27,8109.81
2022-03-31,Gujarat,5.2,1663.04,12.75,19576.06,7.54,5947.26
2022-03-31,Haryana,5.39,1733.01,8.3,12731.37,6.45,5079.59
2022-03-31,Himachal Pradesh,1.59,510.35,2.87,4419.35,5.4,4242.08
2022-03-31,Jharkhand,3.84,1239.11,5.9,9120.17,4.76,3742.07
2022-03-31,Karnataka,0.7,226.15,12.09,18647.52,9.52,7498.23
2022-03-31,Kerala,3.98,1291.6,0.66,1015.59,7.97,6278.62
2022-03-31,Madhya Pradesh,0.74,239.32,4.9,7556.34,8.81,6973.18
2022-03-31,Maharashtra,3.48,1130.32,13.1,20195.65,2.58,2056.77
2022-03-31,Manipur,3.0,972.01,2.96,4565.65,10.61,8421.97
2022-03-31,Meghalaya,0.54,174.54,2.58,3978.44,9.55,7605.92
2022-03-31,Mizoram,4.66,1508.01,1.58,2440.09,2.01,1595.09
2022-03-31,Nagaland,0.42,136.13,0.9,1388.64,13.78,11021.15
2022-03-31,Odisha,1.2,388.67,6.17,9527.61,8.72,6980.57
2022-03-31,Punjab,1.83,594.78,10.88,16803.39,4.24,3377.79
2022-03-31,Rajasthan,1.07,346.63,1.78,2747.79,4.1,3292.29
2022-03-31,Sikkim,3.33,1085.27,5.21,8040.77,2.68,2158.86
2022-03-31,Tamil Nadu,4.91,1603.03,3.53,5466.47,13.0,10426.82
2022-03-31,Telangana,4.06,1322.62,11.3,17512.43,5.1,4091.16
2022-03-31,Tripura,2.89,946.89,8.07,12478.52,8.56,6896.82
2022-03-31,Uttar Pradesh,1.22,401.36,0.51,790.81,13.31,10681.42
2022-03-31,Uttarakhand,5.67,1865.97,12.21,18986.4,6.25,5026.88
2022-03-31,West Bengal,0.76,250.62,5.57,8655.3,1.93,1559.48
2022-04-30,Andhra Pradesh,6.65,2194.96,4.6,7164.48,1.04,847.38
2022-04-30,Arunachal Pradesh,2.87,949.1,1.89,2954.03,6.41,5192.1
2022-04-30,Assam,2.47,814.38,4.53,7099.8,9.55,7746.4
2022-04-30,Bihar,6.17,2042.44,10.94,17139.65,1.97,1597.16
2022-04-30,Chhattisgarh,3.91,1292.54,1.07,1682.55,8.86,7163.41
2022-04-30,Goa,3.05,1006.07,3.08,4848.76,8.54,6934.88
2022-04-30,Gujarat,2.83,934.99,11.72,18457.19,8.69,7080.07
2022-04-30,Haryana,0.75,247.99,9.56,15099.17,1.81,1475.9
2022-04-30,Himachal Pradesh,2.49,822.32,0.69,1088.59,7.54,6128.84
2022-04-30,Jharkhand,4.58,1512.54,6.65,10505.02,12.62,10215.18
2022-04-30,Karnataka,5.66,1863.21,3.19,5049.81,6.71,5445.58
2022-04-30,Kerala,5.48,1800.48,12.71,20181.1,2.85,2325.14
2022-04-30,Madhya Pradesh,1.17,386.4,10.57,16821.96,10.5,8547.86
2022-04-30,Maharashtra,4.13,1366.98,1.1,1748.83,3.32,2688.9
2022-04-30,Manipur,0.3,99.86,3.67,5861.39,2.9,2351.96
2022-04-30,Meghalaya,3.54,1182.68,9.02,14414.22,7.44,5997.81
2022-04-30,Mizoram,2.38,795.5,11.09,17728.77,3.91,3171.48
2022-04-30,Nagaland,1.23,410.94,10.78,17286.81,4.38,3550.37
2022-04-30,Odisha,3.44,1150.96,11.32,18209.97,5.35,4346.19
2022-04-30,Punjab,2.65,884.6,6.48,10424.74,13.21,10670.36
2022-04-30,Rajasthan,1.19,396.31,5.41,8711.34,11.8,9595.67
2022-04-30,Sikkim,2.96,990.72,4.1,6630.09,6.91,5586.89
2022-04-30,Tamil Nadu,4.51,1508.39,2.68,4350.55,4.37,3516.28
2022-04-30,Telangana,2.82,944.48,11.87,19282.03,13.16,10542.65
2022-04-30,Tripura,5.84,1948.98,12.86,20857.58,8.31,6663.17
2022-04-30,Uttar Pradesh,6.12,2049.99,1.84,2991.75,7.23,5826.29
2022-04-30,Uttarakhand,6.75,2259.34,1.71,2788.09,3.29,2651.66
2022-04-30,West Bengal,6.44,2160.75,1.98,3240.08,6.1,4922.3
2022-05-31,Andhra Pradesh,4.87,1629.95,9.47,15570.45,5.0,4052.53
2022-05-31,Arunachal Pradesh,5.05,1695.39,4.39,7228.71,4.21,3435.31
2022-05-31,Assam,2.41,809.17,2.37,3910.06,5.0,4093.56
2022-05-31,Bihar,3.47,1162.01,4.03,6652.91,5.16,4216.96
2022-05-31,Chhattisgarh,3.98,1335.3,12.08,19994.3,7.9,6481.74
2022-05-31,Goa,5.42,1819.44,5.69,9447.57,8.15,6655.53
2022-05-31,Gujarat,1.15,387.72,6.78,11306.05,6.12,4970.38
2022-05-31,Haryana,2.01,681.08,7.84,13116.67,12.87,10509.44
2022-05-31,Himachal Pradesh,0.41,138.9,14.13,23706.55,13.34,10966.47
2022-05-31,Jharkhand,4.59,1560.44,2.72,4555.88,4.19,3436.66
2022-05-31,Karnataka,5.18,1760.36,4.24,7121.34,13.16,10761.35
2022-05-31,Kerala,0.37,125.4,12.01,20221.92,8.49,6900.93
2022-05-31,Madhya Pradesh,1.44,486.54,5.77,9733.08,8.27,6697.01
2022-05-31,Maharashtra,1.38,467.55,2.18,3687.81,11.47,9350.99
2022-05-31,Manipur,5.71,1934.51,3.98,6730.73,5.08,4145.29
2022-05-31,Meghalaya,4.19,1425.3,2.0,3374.49,9.03,7429.09
2022-05-31,Mizoram,5.83,1991.25,13.55,22967.28,2.28,1880.37
2022-05-31,Nagaland,1.58,542.61,5.83,9861.96,14.7,12112.96
2022-05-31,Odisha,3.02,1039.46,9.17,15515.94,10.48,8655.12
2022-05-31,Punjab,1.93,665.13,5.14,8726.45,14.97,12456.16
2022-05-31,Rajasthan,4.34,1500.57,2.58,4393.41,11.64,9663.34
2022-05-31,Sikkim,0.7,243.03,5.5,9350.77,11.28,9327.27
2022-05-31,Tamil Nadu,3.36,1169.02,10.91,18512.0,11.91,9792.72
2022-05-31,Telangana,0.35,121.77,7.86,13368.6,4.3,3528.36
2022-05-31,Tripura,1.87,648.38,4.25,7229.33,6.62,5447.9
2022-05-31,Uttar Pradesh,5.88,2046.32,6.7,11424.91,7.47,6141.38
2022-05-31,Uttarakhand,5.83,2031.91,9.78,16751.27,10.32,8493.79
2022-05-31,West Bengal,1.8,629.68,2.71,4658.27,7.5,6211.02
2022-06-30,Andhra Pradesh,6.68,2347.29,11.49,19727.12,4.72,3896.95
2022-06-30,Arunachal Pradesh,1.12,394.59,7.86,13516.02,12.4,10204.55
2022-06-30,Assam,6.53,2295.99,14.37,24815.44,8.59,7102.46
2022-06-30,Bihar,4.16,1464.65,12.86,22210.32,11.53,9531.75
2022-06-30,Chhattisgarh,5.22,1844.89,6.2,10725.39,7.18,5950.87
2022-06-30,Goa,0.63,223.5,12.69,21909.32,7.88,6529.29
2022-06-30,Gujarat,1.64,581.25,12.34,21325.32,7.01,5790.33
2022-06-30,Haryana,2.11,747.9,12.18,21134.98,3.38,2793.14
2022-06-30,Himachal Pradesh,3.42,1210.64,2.1,3659.22,6.22,5181.09
2022-06-30,Jharkhand,5.71,2031.08,8.58,15004.8,7.17,5970.19
2022-06-30,Karnataka,3.65,1301.25,14.97,26146.58,3.62,2996.93
2022-06-30,Kerala,6.73,2401.18,13.52,23593.15,6.32,5267.8
2022-06-30,Madhya Pradesh,3.57,1273.78,7.61,13306.41,7.45,6250.49
2022-06-30,Maharashtra,6.34,2270.63,0.71,1245.5,8.18,6850.94
2022-06-30,Manipur,3.08,1100.28,14.72,25872.9,12.17,10201.38
2022-06-30,Meghalaya,6.74,2414.65,3.26,5751.45,14.37,12044.91
2022-06-30,Mizoram,6.3,2252.55,14.2,25098.45,9.58,8057.12
2022-06-30,Nagaland,3.97,1418.86,9.16,16184.53,9.41,7943.42
2022-06-30,Odisha,2.96,1054.83,8.2,14537.37,12.32,10482.68
2022-06-30,Punjab,0.42,150.24,7.92,14019.94,9.47,8036.14
2022-06-30,Rajasthan,5.88,2101.86,4.62,8171.91,3.82,3264.22
2022-06-30,Sikkim,1.28,459.45,7.96,14075.82,2.2,1877.18
2022-06-30,Tamil Nadu,1.08,386.59,4.0,7066.39,5.57,4744.67
2022-06-30,Telangana,3.74,1341.99,1.5,2643.96,8.96,7624.81
2022-06-30,Tripura,2.18,782.33,2.84,5025.13,13.51,11432.31
2022-06-30,Uttar Pradesh,2.19,789.89,13.13,23263.36,11.99,10172.14
2022-06-30,Uttarakhand,2.7,971.71,11.3,20111.21,11.0,9281.3
2022-06-30,West Bengal,6.3,2274.73,11.52,20487.04,1.85,1557.73
2022-07-31,Andhra Pradesh,0.89,322.47,3.66,6524.08,5.88,4950.84
2022-07-31,Arunachal Pradesh,3.82,1382.78,9.61,17125.87,8.77,7369.33
2022-07-31,Assam,5.94,2155.3,6.68,11882.98,14.34,12124.14
2022-07-31,Bihar,4.23,1536.62,8.95,15915.0,13.67,11648.24
2022-07-31,Chhattisgarh,4.23,1538.69,1.68,2982.35,3.55,3015.41
2022-07-31,Goa,0.59,215.41,5.45,9682.18,4.43,3755.42
2022-07-31,Gujarat,3.39,1234.52,13.72,24462.91,6.44,5471.68
2022-07-31,Haryana,6.03,2202.76,0.93,1664.82,12.34,10520.37
2022-07-31,Himachal Pradesh,0.67,244.43,12.29,21996.25,6.0,5126.27
2022-07-31,Jharkhand,1.7,622.29,8.44,15139.07,1.58,1342.62
2022-07-31,Karnataka,4.4,1611.44,3.47,6235.96,2.18,1853.22
2022-07-31,Kerala,4.03,1472.5,1.19,2142.2,14.92,12775.81
2022-07-31,Madhya Pradesh,2.62,962.18,12.17,21933.39,4.23,3649.16
2022-07-31,Maharashtra,6.33,2322.26,7.47,13514.14,3.58,3080.6
2022-07-31,Manipur,5.51,2023.59,13.27,24105.31,2.63,2255.96
2022-07-31,Meghalaya,3.89,1434.29,10.34,18822.09,5.11,4391.11
2022-07-31,Mizoram,6.92,2546.64,0.75,1364.48,7.29,6230.68
2022-07-31,Nagaland,2.32,852.27,12.52,22733.91,11.15,9574.31
2022-07-31,Odisha,1.2,441.31,0.99,1796.12,1.8,1546.65
2022-07-31,Punjab,1.97,724.89,3.41,6192.84,2.4,2054.04
2022-07-31,Rajasthan,6.91,2546.37,11.7,21236.84,3.59,3062.49
2022-07-31,Sikkim,3.77,1390.46,11.7,21304.27,11.37,9760.77
2022-07-31,Tamil Nadu,4.72,1748.2,11.36,20646.99,13.17,11266.33
2022-07-31,Telangana,5.38,1990.39,9.47,17226.98,1.77,1511.48
2022-07-31,Tripura,6.0,2228.34,1.72,3139.85,8.8,7565.34
2022-07-31,Uttar Pradesh,3.41,1266.54,11.48,20935.98,6.89,5898.57
2022-07-31,Uttarakhand,6.83,2543.46,6.24,11377.37,9.25,7955.32
2022-07-31,West Bengal,5.92,2199.3,4.72,8607.4,6.23,5344.07
2022-08-31,Andhra Pradesh,3.65,1356.45,3.18,5820.01,8.3,7148.15
2022-08-31,Arunachal Pradesh,2.96,1098.32,10.87,19921.55,3.08,2672.43
2022-08-31,Assam,3.75,1397.39,12.23,22468.38,10.24,8914.49
2022-08-31,Bihar,6.12,2278.51,4.68,8634.74,1.95,1703.55
2022-08-31,Chhattisgarh,5.18,1928.56,9.82,18126.18,3.15,2765.7
2022-08-31,Goa,6.99,2610.82,3.42,6309.77,8.3,7313.94
2022-08-31,Gujarat,2.89,1084.72,1.15,2129.62,10.17,8980.03
2022-08-31,Haryana,0.85,318.49,0.53,985.56,12.54,11069.3
2022-08-31,Himachal Pradesh,0.22,82.58,2.52,4700.94,13.75,12086.49
2022-08-31,Jharkhand,3.69,1391.14,14.33,26825.88,3.95,3464.93
2022-08-31,Karnataka,0.78,294.57,9.8,18378.43,10.84,9566.11
2022-08-31,Kerala,2.18,826.25,9.15,17138.73,11.92,10489.59
2022-08-31,Madhya Pradesh,3.94,1495.0,5.72,10693.13,4.41,3866.61
2022-08-31,Maharashtra,5.59,2126.63,6.52,12240.06,1.91,1665.14
2022-08-31,Manipur,6.41,2431.64,8.26,15549.97,12.73,11067.97
2022-08-31,Meghalaya,1.39,525.88,13.81,26065.32,3.86,3375.34
2022-08-31,Mizoram,1.25,473.11,0.74,1399.38,8.2,7139.85
2022-08-31,Nagaland,4.6,1740.94,1.49,2824.41,2.33,2022.69
2022-08-31,Odisha,1.48,559.42,9.25,17562.65,5.11,4430.71
2022-08-31,Punjab,1.23,465.07,3.89,7402.76,4.24,3656.86
2022-08-31,Rajasthan,3.37,1271.65,4.0,7633.87,5.6,4806.83
2022-08-31,Sikkim,1.65,623.08,4.61,8805.6,3.13,2705.8
2022-08-31,Tamil Nadu,2.23,841.45,9.08,17362.52,13.96,12116.08
2022-08-31,Telangana,2.9,1098.72,3.99,7651.32,6.27,5416.09
2022-08-31,Tripura,6.78,2570.42,3.98,7644.72,4.46,3832.71
2022-08-31,Uttar Pradesh,3.95,1502.42,9.21,17700.52,8.23,7109.44
2022-08-31,Uttarakhand,4.61,1748.89,11.16,21456.03,9.03,7859.83
2022-08-31,West Bengal,5.33,2028.27,8.75,16854.97,6.87,5962.64
2022-09-30,Andhra Pradesh,0.44,168.24,11.76,22730.6,11.24,9795.58
2022-09-30,Arunachal Pradesh,3.57,1371.19,12.35,23836.9,13.39,11749.76
2022-09-30,Assam,5.61,2159.71,9.25,17906.31,1.85,1631.26
2022-09-30,Bihar,6.46,2481.68,4.1,7923.89,11.13,9787.79
2022-09-30,Chhattisgarh,4.92,1891.17,9.31,17971.21,14.13,12369.54
2022-09-30,Goa,4.11,1581.97,9.2,17810.83,8.15,7174.3
2022-09-30,Gujarat,3.66,1411.24,7.1,13749.36,12.23,10781.25
2022-09-30,Haryana,1.67,643.52,8.12,15719.62,10.25,8994.74
2022-09-30,Himachal Pradesh,6.5,2497.68,13.6,26331.62,6.97,6119.67
2022-09-30,Jharkhand,5.58,2144.32,8.08,15653.72,11.57,10227.76
2022-09-30,Karnataka,1.88,721.82,9.56,18570.18,13.96,12378.39
2022-09-30,Kerala,6.9,2651.16,13.59,26448.52,11.86,10499.41
2022-09-30,Madhya Pradesh,1.63,627.44,7.16,13970.65,13.82,12213.48
2022-09-30,Maharashtra,4.17,1608.92,1.92,3751.21,4.81,4253.32
2022-09-30,Manipur,5.73,2215.48,5.75,11248.04,3.78,3363.55
2022-09-30,Meghalaya,3.33,1285.38,5.6,10951.46,11.55,10287.28
2022-09-30,Mizoram,1.09,422.21,11.07,21669.7,9.89,8811.3
2022-09-30,Nagaland,5.16,2007.17,11.79,23052.28,9.35,8351.42
2022-09-30,Odisha,0.62,241.67,5.23,10223.73,11.29,10037.95
2022-09-30,Punjab,2.25,879.43,11.42,22390.75,7.77,6955.63
2022-09-30,Rajasthan,6.6,2581.79,12.61,24756.01,2.67,2384.15
2022-09-30,Sikkim,1.03,403.9,1.2,2365.22,8.74,7853.15
2022-09-30,Tamil Nadu,3.32,1304.36,0.86,1696.21,12.91,11687.61
2022-09-30,Telangana,5.21,2052.67,4.6,9075.95,13.26,11952.14
2022-09-30,Tripura,5.49,2168.11,14.79,29228.73,10.4,9353.99
2022-09-30,Uttar Pradesh,1.43,566.89,5.58,11063.48,12.42,11150.68
2022-09-30,Uttarakhand,0.6,238.71,8.44,16785.06,7.26,6520.46
2022-09-30,West Bengal,6.32,2511.16,13.11,26113.81,8.85,7986.2
2022-10-31,Andhra Pradesh,6.37,2543.37,10.25,20387.57,10.69,9669.22
2022-10-31,Arunachal Pradesh,5.93,2377.76,14.67,29130.85,13.97,12607.48
2022-10-31,Assam,0.53,212.98,10.08,19984.76,2.82,2553.69
2022-10-31,Bihar,3.22,1292.39,1.23,2442.67,13.93,12578.0
2022-10-31,Chhattisgarh,1.9,764.31,7.28,14492.53,14.49,13060.69
2022-10-31,Goa,6.43,2579.23,4.3,8567.69,10.95,9925.24
2022-10-31,Gujarat,0.59,236.03,8.48,16955.7,11.93,10762.49
2022-10-31,Haryana,6.11,2455.46,1.05,2105.34,11.72,10591.83
2022-10-31,Himachal Pradesh,2.37,954.94,10.63,21395.47,6.47,5855.04
2022-10-31,Jharkhand,4.56,1832.44,7.12,14363.95,9.45,8576.6
2022-10-31,Karnataka,5.76,2321.93,9.67,19527.96,8.43,7656.11
2022-10-31,Kerala,0.83,334.21,9.24,18728.85,4.12,3724.55
2022-10-31,Madhya Pradesh,0.62,249.38,4.74,9621.33,3.07,2784.87
2022-10-31,Maharashtra,1.13,453.54,11.51,23323.04,4.67,4265.22
2022-10-31,Manipur,3.78,1514.9,8.89,18079.74,2.51,2292.56
2022-10-31,Meghalaya,1.08,432.27,10.6,21606.52,11.12,10179.3
2022-10-31,Mizoram,6.99,2795.83,4.14,8468.91,3.55,3266.4
2022-10-31,Nagaland,0.21,84.28,6.21,12749.1,5.52,5089.96
2022-10-31,Odisha,3.86,1555.95,2.38,4884.29,8.46,7838.53
2022-10-31,Punjab,1.1,444.68,8.76,18015.49,5.99,5568.96
2022-10-31,Rajasthan,2.77,1121.42,5.32,10953.25,9.3,8624.78
2022-10-31,Sikkim,3.26,1322.67,4.42,9126.74,5.28,4894.47
2022-10-31,Tamil Nadu,1.99,805.03,12.15,25065.68,8.94,8286.6
2022-10-31,Telangana,1.1,447.16,10.8,22353.1,4.61,4286.84
2022-10-31,Tripura,6.4,2598.96,4.69,9692.03,11.57,10722.92
2022-10-31,Uttar Pradesh,4.96,2016.48,13.95,28811.87,4.98,4600.17
2022-10-31,Uttarakhand,1.29,523.81,10.21,21075.0,3.75,3465.24
2022-10-31,West Bengal,6.79,2760.5,5.46,11258.75,14.82,13673.49
2022-11-30,Andhra Pradesh,3.38,1379.3,0.99,2047.98,8.64,7948.17
2022-11-30,Arunachal Pradesh,0.82,334.05,2.98,6153.05,12.03,11128.95
2022-11-30,Assam,6.8,2766.66,1.84,3802.62,9.54,8808.4
2022-11-30,Bihar,0.2,81.76,12.61,26107.64,5.65,5238.79
2022-11-30,Chhattisgarh,1.9,774.78,2.81,5830.47,11.78,10891.37
2022-11-30,Goa,0.75,305.23,13.8,28727.68,13.19,12130.16
2022-11-30,Gujarat,6.4,2606.34,3.25,6766.23,5.42,5003.82
2022-11-30,Haryana,2.61,1064.58,14.39,30061.56,7.29,6771.68
2022-11-30,Himachal Pradesh,4.43,1810.42,14.28,29906.76,10.06,9388.86
2022-11-30,Jharkhand,4.23,1725.02,12.61,26467.9,8.94,8316.47
2022-11-30,Karnataka,3.17,1290.01,8.5,17860.64,5.18,4834.74
2022-11-30,Kerala,4.11,1673.92,14.52,30564.94,8.22,7672.98
2022-11-30,Madhya Pradesh,0.51,208.25,9.34,19630.44,5.06,4703.66
2022-11-30,Maharashtra,2.67,1091.39,7.25,15262.5,3.18,2961.43
2022-11-30,Manipur,4.64,1898.85,4.59,9681.11,4.59,4253.61
2022-11-30,Meghalaya,0.83,341.04,1.25,2644.75,4.77,4423.89
2022-11-30,Mizoram,6.81,2799.57,13.2,28015.35,9.52,8823.32
2022-11-30,Nagaland,0.95,391.09,5.27,11176.38,5.46,5093.69
2022-11-30,Odisha,6.01,2474.91,2.41,5125.25,12.88,12059.88
2022-11-30,Punjab,4.79,1980.96,3.8,8086.08,6.51,6115.4
2022-11-30,Rajasthan,6.14,2534.01,9.81,20858.04,7.48,7019.0
2022-11-30,Sikkim,0.97,401.58,2.88,6114.98,6.57,6202.41
2022-11-30,Tamil Nadu,0.48,199.26,5.4,11507.4,6.97,6620.17
2022-11-30,Telangana,5.24,2183.72,3.63,7743.21,11.58,11017.35
2022-11-30,Tripura,2.34,975.37,3.67,7832.05,2.25,2155.35
2022-11-30,Uttar Pradesh,6.23,2601.58,9.88,21058.1,10.47,10009.32
2022-11-30,Uttarakhand,2.84,1183.5,7.62,16284.85,11.49,10965.51
2022-11-30,West Bengal,5.43,2262.92,8.3,17755.07,3.81,3655.55
2022-12-31,Andhra Pradesh,5.01,2082.19,1.56,3342.99,1.08,1043.08
2022-12-31,Arunachal Pradesh,6.19,2575.65,10.63,22840.08,14.06,13525.39
2022-12-31,Assam,0.98,409.26,2.6,5578.16,14.02,13562.96
2022-12-31,Bihar,4.23,1766.61,14.98,32243.53,2.27,2201.88
2022-12-31,Chhattisgarh,1.7,710.51,9.99,21572.86,11.88,11575.14
2022-12-31,Goa,5.45,2273.7,6.82,14760.26,7.09,6950.49
2022-12-31,Gujarat,6.01,2516.64,4.42,9600.72,7.1,6941.34
2022-12-31,Haryana,5.72,2399.38,11.02,24001.22,6.08,5958.01
2022-12-31,Himachal Pradesh,1.04,438.02,10.46,22763.28,1.08,1058.42
2022-12-31,Jharkhand,6.81,2868.04,2.79,6087.73,3.33,3276.67
2022-12-31,Karnataka,4.36,1841.65,2.86,6262.6,2.35,2300.92
2022-12-31,Kerala,3.65,1538.56,11.41,25042.85,4.39,4313.3
2022-12-31,Madhya Pradesh,1.58,666.54,10.87,23883.71,13.52,13241.68
2022-12-31,Maharashtra,6.34,2675.41,6.18,13583.4,6.68,6537.06
2022-12-31,Manipur,4.73,1991.96,2.06,4520.48,11.62,11347.48
2022-12-31,Meghalaya,3.92,1654.15,1.55,3404.31,11.53,11286.27
2022-12-31,Mizoram,6.82,2887.92,12.97,28586.73,9.36,9194.66
2022-12-31,Nagaland,1.96,830.41,6.1,13473.75,14.31,14008.75
2022-12-31,Odisha,5.63,2396.1,13.89,30656.52,6.63,6520.62
2022-12-31,Punjab,1.54,654.25,4.1,9055.48,5.45,5367.68
2022-12-31,Rajasthan,6.5,2769.49,7.45,16445.18,4.71,4615.34
2022-12-31,Sikkim,3.06,1309.67,7.0,15481.54,8.74,8539.0
2022-12-31,Tamil Nadu,3.36,1441.05,12.64,27950.24,9.81,9604.1
2022-12-31,Telangana,2.65,1141.57,13.61,30180.75,14.76,14383.83
2022-12-31,Tripura,0.51,220.52,8.65,19180.2,7.31,7146.85
2022-12-31,Uttar Pradesh,4.42,1914.69,11.8,26178.38,7.72,7520.94
2022-12-31,Uttarakhand,2.6,1126.35,10.03,22279.14,5.39,5238.87
2022-12-31,West Bengal,0.97,420.65,6.67,14789.6,12.55,12139.76
