Month,State,Coal_Production_TWh,Coal_Consumption_TWh,Petroleum_Production_TWh,Petroleum_Consumption_TWh,NaturalGas_Production_TWh,NaturalGas_Consumption_TWh
2022-03-31,Gujarat,2.05,1.26,3.04,3.99,13.72,14.61
2022-03-31,Haryana,2.75,8.72,0.52,3.52,6.76,6.07
2022-03-31,Himachal Pradesh,4.01,2.43,2.33,3.65,5.03,12.93
2022-03-31,Jharkhand,9.38,1.4,1.95,1.28,3.88,9.63
2022-03-31,Karnataka,6.43,1.72,2.59,2.81,5.09,8.0
2022-03-31,Kerala,1.61,3.67,3.78,3.8,2.36,9.86
2022-03-31,Madhya Pradesh,4.94,4.55,2.87,2.81,13.91,9.27
2022-03-31,Maharashtra,7.96,7.08,0.69,0.61,10.25,10.02
2022-03-31,Manipur,9.49,8.83,4.04,4.18,5.26,8.08
2022-03-31,Meghalaya,6.91,8.0,4.51,0.66,8.19,13.63
2022-03-31,Mizoram,6.26,2.69,0.71,1.08,13.23,6.01
2022-03-31,Nagaland,9.02,4.49,1.1,4.88,10.1,9.5
2022-03-31,Odisha,2.91,5.3,2.24,0.72,13.56,9.68
2022-03-31,Punjab,7.54,7.87,1.77,3.42,12.23,6.9
2022-03-31,Rajasthan,3.27,9.4,2.88,3.24,8.76,9.8
2022-03-31,Sikkim,9.93,1.32,3.3,3.18,8.01,9.86
2022-03-31,Tamil Nadu,4.43,1.37,1.04,4.2,6.18,7.47
2022-03-31,Telangana,6.59,8.65,2.17,3.43,13.08,3.87
2022-03-31,Tripura,5.81,8.46,4.27,3.52,5.63,9.0
2022-03-31,Uttar Pradesh,2.82,2.21,3.09,1.97,8.72,6.83
2022-03-31,Uttarakhand,6.12,9.26,3.96,4.46,4.81,12.62
2022-03-31,West Bengal,3.39,9.46,3.21,3.49,2.82,13.43
2022-04-30,Andhra Pradesh,7.49,9.68,2.2,4.8,12.96,13.54
2022-04-30,Arunachal Pradesh,1.27,4.9,2.09,4.69,6.95,2.94
2022-04-30,Assam,4.44,6.03,3.53,1.79,14.36,5.55
2022-04-30,Bihar,9.03,9.77,1.54,1.13,9.46,4.05
2022-04-30,Chhattisgarh,9.26,2.17,1.52,4.12,8.07,13.5
2022-04-30,Goa,5.94,3.6,1.97,0.56,7.96,12.94
2022-04-30,Gujarat,2.7,7.82,2.12,4.75,6.73,12.37
2022-04-30,Haryana,2.85,2.0,0.56,4.55,5.18,4.25
2022-04-30,Himachal Pradesh,4.58,2.53,0.66,2.83,7.16,2.09
2022-04-30,Jharkhand,7.31,2.54,2.48,4.47,12.41,9.46
2022-04-30,Karnataka,1.29,5.26,1.29,4.26,8.74,12.82
2022-04-30,Kerala,9.28,7.42,2.55,3.06,8.12,14.19
2022-04-30,Madhya Pradesh,2.14,7.52,2.79,1.23,14.25,10.89
2022-04-30,Maharashtra,3.84,4.64,4.05,1.78,6.98,14.23
2022-04-30,Manipur,9.48,2.27,1.26,2.1,7.48,8.67
2022-04-30,Meghalaya,5.41,9.44,2.6,4.28,4.79,14.7
2022-04-30,Mizoram,1.44,6.55,2.97,2.49,10.56,3.54
2022-04-30,Nagaland,5.25,6.28,4.32,2.18,4.53,4.92
2022-04-30,Odisha,8.05,3.85,3.3,4.67,3.42,3.12
2022-04-30,Punjab,8.68,7.11,1.64,4.65,3.67,13.56
2022-04-30,Rajasthan,4.4,2.22,0.76,4.21,9.43,14.26
2022-04-30,Sikkim,4.86,9.02,4.91,3.58,4.58,3.62
2022-04-30,Tamil Nadu,3.92,8.17,3.35,1.75,9.44,11.3
2022-04-30,Telangana,1.51,9.89,4.58,0.52,14.83,13.28
2022-04-30,Tripura,3.35,8.44,0.66,1.83,11.45,4.62
2022-04-30,Uttar Pradesh,1.38,9.53,2.46,1.29,10.99,10.87
2022-04-30,Uttarakhand,4.63,7.7,2.82,3.14,5.54,10.12
2022-04-30,West Bengal,5.86,9.71,2.36,2.13,11.54,13.4
2022-05-31,Andhra Pradesh,7.98,6.94,4.87,3.81,14.89,3.57
2022-05-31,Arunachal Pradesh,1.18,4.95,2.99,4.69,5.17,9.49
2022-05-31,Assam,3.36,4.18,3.04,4.05,5.8,11.95
2022-05-31,Bihar,7.34,1.19,2.9,1.12,7.87,5.4
2022-05-31,Chhattisgarh,2.98,6.25,4.25,1.86,6.47,12.17
2022-05-31,Goa,9.98,2.13,1.26,2.17,2.13,10.06
2022-05-31,Gujarat,2.38,7.75,3.24,4.72,11.33,12.14
2022-05-31,Haryana,9.64,8.7,0.67,1.32,14.49,2.7
2022-05-31,Himachal Pradesh,1.24,1.42,4.72,1.89,12.27,8.77
2022-05-31,Jharkhand,3.11,4.74,1.57,1.18,14.93,5.45
2022-05-31,Karnataka,2.56,6.85,0.72,0.83,5.08,14.3
2022-05-31,Kerala,8.69,6.33,3.07,0.75,11.99,7.18
2022-05-31,Madhya Pradesh,5.67,6.65,1.17,3.5,10.77,9.39
2022-05-31,Maharashtra,6.75,1.33,4.39,3.68,13.19,6.54
2022-05-31,Manipur,9.36,7.12,3.05,2.59,7.65,4.46
2022-05-31,Meghalaya,7.62,1.78,1.89,1.53,4.36,4.53
2022-05-31,Mizoram,3.6,4.81,4.6,3.68,11.2,5.33
2022-05-31,Nagaland,6.33,7.53,4.87,4.51,4.19,3.6
2022-05-31,Odisha,7.64,5.28,2.96,3.9,13.06,8.82
2022-05-31,Punjab,7.33,3.73,3.14,4.99,9.66,8.37
2022-05-31,Rajasthan,9.48,6.28,3.36,1.28,7.59,13.27
2022-05-31,Sikkim,9.18,7.49,1.91,3.62,4.88,6.8
2022-05-31,Tamil Nadu,4.92,1.3,0.63,1.25,7.06,5.39
2022-05-31,Telangana,5.18,3.55,4.33,2.12,7.49,6.73
2022-05-31,Tripura,6.31,2.45,2.22,3.53,5.16,7.47
2022-05-31,Uttar Pradesh,5.37,3.66,3.78,2.33,9.29,11.7
2022-05-31,Uttarakhand,3.79,3.96,4.03,2.91,8.92,7.25
2022-05-31,West Bengal,2.46,3.04,1.32,0.76,3.9,13.36
2022-06-30,Andhra Pradesh,6.83,7.76,2.48,3.7,3.85,11.64
2022-06-30,Arunachal Pradesh,6.09,7.03,1.39,0.53,14.89,8.32
2022-06-30,Assam,5.12,7.41,0.81,3.73,9.67,3.4
2022-06-30,Bihar,6.09,9.81,2.02,0.61,4.29,7.4
2022-06-30,Chhattisgarh,5.47,9.93,4.73,1.77,4.05,3.36
2022-06-30,Goa,2.37,6.54,4.41,2.44,9.56,9.56
2022-06-30,Gujarat,7.29,8.16,3.07,4.85,14.29,3.15
2022-06-30,Haryana,9.86,2.99,3.85,2.8,12.93,2.46
2022-06-30,Himachal Pradesh,2.62,8.75,1.53,1.5,8.5,6.68
2022-06-30,Jharkhand,9.5,6.57,0.83,0.67,6.83,5.79
2022-06-30,Karnataka,4.5,8.67,4.49,4.24,8.09,7.02
2022-06-30,Kerala,7.94,1.97,3.57,2.01,6.17,13.65
2022-06-30,Madhya Pradesh,1.72,6.84,0.79,1.4,13.3,12.91
2022-06-30,Maharashtra,6.42,4.43,3.82,2.18,7.72,3.92
2022-06-30,Manipur,9.93,3.13,2.88,1.53,12.46,13.66
2022-06-30,Meghalaya,1.09,5.08,2.73,1.27,4.8,2.44
2022-06-30,Mizoram,7.32,5.74,2.05,2.94,3.08,7.33
2022-06-30,Nagaland,9.05,5.59,4.98,1.69,10.74,2.89
2022-06-30,Odisha,8.7,6.06,2.7,2.35,8.59,8.81
2022-06-30,Punjab,6.97,3.98,2.15,2.46,8.95,2.68
2022-06-30,Rajasthan,7.87,3.74,4.8,0.66,14.78,5.54
2022-06-30,Sikkim,4.53,3.68,2.76,2.25,2.36,8.13
2022-06-30,Tamil Nadu,5.08,5.95,2.09,3.3,4.85,11.3
2022-06-30,Telangana,4.51,8.49,3.95,4.74,6.14,12.25
2022-06-30,Tripura,6.56,5.42,1.75,4.74,7.18,12.72
2022-06-30,Uttar Pradesh,1.19,7.91,2.26,4.54,6.28,13.45
2022-06-30,Uttarakhand,5.26,8.91,1.15,3.33,14.18,10.4
2022-06-30,West Bengal,4.19,7.57,2.78,2.61,4.64,6.05
2022-07-31,Andhra Pradesh,7.67,2.05,2.51,2.86,7.69,4.74
2022-07-31,Arunachal Pradesh,8.74,1.21,4.67,2.86,9.51,14.93
2022-07-31,Assam,5.33,8.19,2.14,3.47,9.84,3.37
2022-07-31,Bihar,2.15,1.39,2.76,3.97,2.32,2.9
2022-07-31,Chhattisgarh,5.57,4.65,1.11,0.99,14.25,6.68
2022-07-31,Goa,5.41,9.73,4.77,3.4,7.11,9.16
2022-07-31,Gujarat,9.96,9.36,3.14,3.76,8.27,14.14
2022-07-31,Haryana,3.92,4.17,3.32,4.74,4.8,14.56
2022-07-31,Himachal Pradesh,7.02,9.01,3.8,1.92,14.26,9.64
2022-07-31,Jharkhand,1.09,3.01,2.87,3.0,10.94,11.23
2022-07-31,Karnataka,9.41,5.35,4.49,3.98,12.46,12.02
2022-07-31,Kerala,9.51,6.82,1.13,1.21,2.78,4.52
2022-07-31,Madhya Pradesh,2.99,4.75,0.69,2.41,2.41,11.11
2022-07-31,Maharashtra,4.53,1.3,0.56,3.35,3.74,13.06
2022-07-31,Manipur,4.72,6.61,3.79,0.58,2.42,9.27
2022-07-31,Meghalaya,6.96,5.73,3.33,4.65,10.37,5.14
2022-07-31,Mizoram,6.83,5.36,2.01,1.63,2.11,4.38
2022-07-31,Nagaland,5.23,7.16,2.36,1.66,7.11,6.24
2022-07-31,Odisha,5.54,4.5,2.75,2.16,12.7,4.43
2022-07-31,Punjab,1.96,3.0,1.65,1.48,10.87,12.39
2022-07-31,Rajasthan,4.71,2.51,3.08,3.29,8.96,13.71
2022-07-31,Sikkim,2.9,5.87,2.19,2.92,2.95,6.2
2022-07-31,Tamil Nadu,8.28,8.1,3.22,4.95,4.3,10.3
2022-07-31,Telangana,7.15,1.06,1.26,3.19,11.16,10.79
2022-07-31,Tripura,6.47,1.96,1.48,0.83,8.42,7.14
2022-07-31,Uttar Pradesh,9.39,3.18,2.02,2.88,7.13,8.94
2022-07-31,Uttarakhand,1.47,6.72,1.24,3.83,14.76,13.41
2022-07-31,West Bengal,5.87,2.8,4.8,1.36,13.5,9.29
2022-08-31,Andhra Pradesh,7.52,3.35,4.44,0.75,2.63,2.44
2022-08-31,Arunachal Pradesh,5.82,1.08,2.22,3.84,12.5,10.43
2022-08-31,Assam,5.44,3.73,3.85,3.48,13.99,6.59
2022-08-31,Bihar,9.2,3.57,2.15,1.61,3.38,7.2
2022-08-31,Chhattisgarh,8.48,6.83,1.8,2.99,9.55,6.3
2022-08-31,Goa,3.93,5.11,1.38,4.44,14.16,12.19
2022-08-31,Gujarat,5.62,5.25,2.06,0.57,11.44,9.61
2022-08-31,Haryana,3.99,7.37,1.62,0.69,10.42,3.15
2022-08-31,Himachal Pradesh,8.8,5.26,3.75,2.29,11.13,2.83
2022-08-31,Jharkhand,7.72,9.4,4.8,3.32,2.75,14.87
2022-08-31,Karnataka,1.06,1.77,1.75,1.52,14.34,7.46
2022-08-31,Kerala,3.53,2.69,4.55,3.71,9.98,9.26
2022-08-31,Madhya Pradesh,7.99,5.63,3.0,2.83,11.74,5.82
2022-08-31,Maharashtra,1.36,3.0,0.92,2.6,8.8,6.79
2022-08-31,Manipur,9.19,3.58,2.12,3.54,12.9,4.47
2022-08-31,Meghalaya,1.99,1.69,0.59,4.26,12.62,10.69
2022-08-31,Mizoram,8.98,6.82,2.94,3.65,12.57,13.08
2022-08-31,Nagaland,1.62,7.79,1.39,3.53,7.28,13.28
2022-08-31,Odisha,7.89,5.6,4.13,4.11,2.77,3.45
2022-08-31,Punjab,9.67,3.95,0.75,4.75,6.89,4.86
2022-08-31,Rajasthan,6.8,3.47,2.85,3.03,5.4,3.01
2022-08-31,Sikkim,1.96,3.64,4.32,3.56,4.68,4.59
2022-08-31,Tamil Nadu,2.07,6.62,4.89,1.06,11.49,5.93
2022-08-31,Telangana,2.74,2.89,1.11,3.62,14.85,12.64
2022-08-31,Tripura,2.14,7.52,2.4,0.85,5.81,5.91
2022-08-31,Uttar Pradesh,2.13,4.43,3.34,3.89,6.44,8.7
2022-08-31,Uttarakhand,2.44,6.7,3.44,1.61,6.0,11.99
2022-08-31,West Bengal,9.58,2.69,4.13,1.08,12.04,3.45
2022-09-30,Andhra Pradesh,7.59,6.83,4.02,0.71,10.38,10.27
2022-09-30,Arunachal Pradesh,1.62,7.16,1.38,4.78,3.72,9.03
2022-09-30,Assam,5.86,2.67,0.96,3.73,2.5,6.45
2022-09-30,Bihar,1.06,3.4,4.18,4.91,7.43,14.28
2022-09-30,Chhattisgarh,1.93,2.15,0.72,4.34,14.4,10.47
2022-09-30,Goa,3.57,2.49,4.35,2.4,12.2,13.11
2022-09-30,Gujarat,9.71,2.19,2.44,1.9,14.41,14.41
2022-09-30,Haryana,3.03,2.81,3.84,4.64,12.04,7.81
2022-09-30,Himachal Pradesh,9.08,2.81,2.53,1.98,10.61,9.05
2022-09-30,Jharkhand,6.09,8.93,4.19,3.18,8.59,12.92
2022-09-30,Karnataka,4.73,9.96,2.77,4.81,14.91,14.68
2022-09-30,Kerala,4.68,5.92,4.46,3.28,5.06,7.82
2022-09-30,Madhya Pradesh,7.1,1.42,3.97,3.83,13.72,12.01
2022-09-30,Maharashtra,1.93,6.44,1.45,2.49,9.78,6.27
2022-09-30,Manipur,5.19,3.9,1.54,1.92,8.38,13.48
2022-09-30,Meghalaya,6.66,9.3,1.38,3.39,3.37,2.48
2022-09-30,Mizoram,1.12,3.93,3.21,2.2,4.18,8.29
2022-09-30,Nagaland,5.56,4.61,4.36,3.87,11.79,11.29
2022-09-30,Odisha,7.23,5.1,4.97,3.86,9.19,2.38
2022-09-30,Punjab,3.86,9.92,4.5,1.84,13.87,12.78
2022-09-30,Rajasthan,3.97,9.16,2.61,3.96,5.08,10.05
2022-09-30,Sikkim,2.67,9.96,2.25,4.51,10.33,8.85
2022-09-30,Tamil Nadu,2.23,8.66,1.69,4.02,6.66,14.28
2022-09-30,Telangana,5.54,6.22,3.97,3.38,12.39,12.84
2022-09-30,Tripura,9.61,5.8,2.38,1.56,2.17,12.3
2022-09-30,Uttar Pradesh,6.15,6.54,4.98,4.29,6.47,11.87
2022-09-30,Uttarakhand,5.65,8.9,2.56,4.39,4.0,11.47
2022-09-30,West Bengal,6.33,8.71,4.83,2.17,4.46,7.49
2022-10-31,Andhra Pradesh,3.85,3.46,4.3,4.8,2.58,3.94
2022-10-31,Arunachal Pradesh,9.59,3.51,3.3,1.49,3.45,3.49
2022-10-31,Assam,8.31,2.33,4.21,4.19,6.78,11.94
2022-10-31,Bihar,3.18,8.57,2.1,3.58,9.31,3.02
2022-10-31,Chhattisgarh,6.96,3.77,4.09,2.97,13.21,2.33
2022-10-31,Goa,7.19,4.83,1.76,1.42,10.96,9.08
2022-10-31,Gujarat,1.89,9.16,4.14,2.97,8.59,3.24
2022-10-31,Haryana,4.27,7.93,1.62,4.95,14.93,12.32
2022-10-31,Himachal Pradesh,2.2,2.07,1.55,3.15,10.71,9.52
2022-10-31,Jharkhand,5.86,2.79,2.43,3.55,2.45,13.63
2022-10-31,Karnataka,3.01,1.5,4.45,2.89,14.77,13.35
2022-10-31,Kerala,8.88,2.4,1.72,4.5,6.06,9.69
2022-10-31,Madhya Pradesh,9.48,2.41,0.82,3.41,12.82,12.47
2022-10-31,Maharashtra,3.82,3.93,2.92,1.28,8.16,10.29
2022-10-31,Manipur,3.56,2.49,4.54,2.5,12.22,12.91
2022-10-31,Meghalaya,8.48,4.67,4.22,2.79,4.56,6.34
2022-10-31,Mizoram,2.44,9.61,0.6,1.67,7.28,7.27
2022-10-31,Nagaland,1.23,5.26,3.1,0.93,3.91,12.11
2022-10-31,Odisha,3.51,6.8,3.13,1.78,9.69,3.9
2022-10-31,Punjab,5.77,6.14,1.33,4.83,5.61,8.38
2022-10-31,Rajasthan,7.23,3.03,1.58,0.8,14.4,5.32
2022-10-31,Sikkim,2.42,3.8,4.23,4.5,5.65,5.61
2022-10-31,Tamil Nadu,2.41,2.74,3.12,1.08,6.8,14.8
2022-10-31,Telangana,6.06,9.03,2.07,0.55,5.59,4.97
2022-10-31,Tripura,5.89,7.36,4.45,4.85,13.7,4.33
2022-10-31,Uttar Pradesh,3.58,6.99,1.44,1.36,7.35,14.08
2022-10-31,Uttarakhand,2.52,6.15,1.92,2.13,7.54,3.09
2022-10-31,West Bengal,4.76,8.33,2.18,3.17,3.74,6.01
2022-11-30,Andhra Pradesh,6.38,8.67,3.89,2.83,8.1,9.22
2022-11-30,Arunachal Pradesh,4.08,8.23,4.29,2.39,8.62,4.72
2022-11-30,Assam,4.28,1.14,3.94,3.91,4.57,11.22
2022-11-30,Bihar,3.01,5.89,3.02,2.62,9.19,4.2
2022-11-30,Chhattisgarh,8.82,8.73,1.32,0.82,7.61,14.25
2022-11-30,Goa,7.64,5.9,1.06,2.62,10.32,4.22
2022-11-30,Gujarat,4.52,1.39,1.43,1.01,6.49,13.55
2022-11-30,Haryana,8.88,9.7,0.96,1.82,6.88,11.21
2022-11-30,Himachal Pradesh,7.37,3.1,3.17,2.87,6.56,9.75
2022-11-30,Jharkhand,8.82,7.73,4.16,4.97,7.09,7.8
2022-11-30,Karnataka,6.46,5.93,1.52,4.04,11.04,12.58
2022-11-30,Kerala,7.75,6.88,4.99,1.05,11.1,14.54
2022-11-30,Madhya Pradesh,4.9,3.94,3.7,0.62,6.76,2.99
2022-11-30,Maharashtra,2.55,8.19,1.62,2.47,3.73,14.1
2022-11-30,Manipur,5.1,1.11,4.08,1.02,12.84,11.09
2022-11-30,Meghalaya,8.91,3.88,1.85,3.37,4.93,9.74
2022-11-30,Mizoram,3.24,4.19,3.7,0.94,2.26,8.48
2022-11-30,Nagaland,6.79,3.91,3.38,3.34,13.93,13.85
2022-11-30,Odisha,2.99,2.78,4.56,1.01,10.16,4.66
2022-11-30,Punjab,9.28,1.77,2.08,2.2,6.91,14.17
2022-11-30,Rajasthan,4.15,5.49,3.26,3.49,5.59,11.6
2022-11-30,Sikkim,1.93,5.57,4.49,0.85,11.69,11.44
2022-11-30,Tamil Nadu,9.62,7.27,4.07,1.11,14.94,13.28
2022-11-30,Telangana,6.28,1.33,2.52,1.25,14.88,11.13
2022-11-30,Tripura,3.68,8.79,2.46,3.9,5.85,8.41
2022-11-30,Uttar Pradesh,3.42,1.97,4.71,0.58,10.85,10.79
2022-11-30,Uttarakhand,7.45,2.13,4.89,4.26,14.33,14.4
2022-11-30,West Bengal,7.67,5.82,0.88,1.59,9.04,7.04
2022-12-31,Andhra Pradesh,1.57,4.95,2.48,1.64,11.62,4.48
2022-12-31,Arunachal Pradesh,6.97,2.32,2.58,4.16,2.48,11.14
2022-12-31,Assam,3.4,9.82,2.9,2.86,9.47,14.11
2022-12-31,Bihar,7.03,6.28,4.0,1.58,12.59,13.02
2022-12-31,Chhattisgarh,6.91,8.77,2.52,2.97,8.58,7.62
2022-12-31,Goa,7.26,6.37,3.85,0.78,3.97,14.76
2022-12-31,Gujarat,5.7,7.94,4.46,2.54,6.89,14.04
2022-12-31,Haryana,5.53,4.86,1.12,2.95,12.39,10.55
2022-12-31,Himachal Pradesh,7.07,6.75,4.77,3.95,2.7,6.59
2022-12-31,Jharkhand,9.09,5.47,0.99,3.3,11.06,9.55
2022-12-31,Karnataka,6.65,4.35,2.15,2.77,13.28,7.3
2022-12-31,Kerala,8.05,4.11,4.26,4.23,10.26,11.87
2022-12-31,Madhya Pradesh,2.4,1.38,4.26,3.83,12.24,7.39
2022-12-31,Maharashtra,9.65,7.3,4.07,3.78,4.01,10.25
2022-12-31,Manipur,1.18,7.92,4.55,4.91,10.62,8.97
2022-12-31,Meghalaya,9.44,6.53,1.65,1.01,8.82,13.98
2022-12-31,Mizoram,7.08,7.21,0.6,1.49,10.55,5.38
2022-12-31,Nagaland,2.27,1.66,3.19,0.96,12.95,7.85
2022-12-31,Odisha,5.01,1.59,1.37,4.33,7.64,6.81
2022-12-31,Punjab,2.94,2.3,3.5,3.73,5.41,7.95
2022-12-31,Rajasthan,4.22,9.7,0.51,2.77,4.33,13.02
2022-12-31,Sikkim,5.81,9.13,3.03,4.7,5.54,11.54
2022-12-31,Tamil Nadu,2.82,6.08,3.59,2.07,7.68,2.63
2022-12-31,Telangana,4.94,9.24,3.99,2.15,11.13,8.59
2022-12-31,Tripura,9.79,4.83,1.68,2.54,2.99,13.31
2022-12-31,Uttar Pradesh,6.36,8.73,3.52,2.12,3.79,7.33
2022-12-31,Uttarakhand,1.63,7.71,4.41,5.0,11.76,7.43
2022-12-31,West Bengal,6.38,1.72,3.59,4.04,2.03,3.48
